system,split,beam_size,normalization,weight_token_logprob_avg,weight_summac_style_score,weight_factcc_style_score,weight_entity_support_score,rouge1,rouge2,rougeL,rougeLsum,summac_style_score,factcc_style_score,entity_support_score,factuality_composite,summary_len_tokens
custom_0613,val_tune,8,zscore,1.0,1.0,0.5,0.75,0.473687,0.23659,0.38302,0.38302,0.268003,0.362179,0.664983,0.431722,24.03125
custom_0614,val_tune,8,zscore,1.0,1.0,0.5,1.0,0.473687,0.23659,0.38302,0.38302,0.268003,0.362179,0.664983,0.431722,24.03125
custom_0011,val_tune,8,zscore,0.0,0.0,0.5,0.25,0.457533,0.223077,0.370292,0.370292,0.206813,0.425639,0.662264,0.431572,24.140625
custom_0017,val_tune,8,zscore,0.0,0.0,0.75,0.5,0.457533,0.223077,0.370292,0.370292,0.206813,0.425639,0.662264,0.431572,24.140625
custom_0022,val_tune,8,zscore,0.0,0.0,1.0,0.5,0.457533,0.223077,0.370292,0.370292,0.206813,0.425639,0.662264,0.431572,24.140625
custom_0006,val_tune,8,zscore,0.0,0.0,0.25,0.25,0.458325,0.223077,0.370767,0.370767,0.206845,0.42541,0.66245,0.431568,23.9375
custom_0012,val_tune,8,zscore,0.0,0.0,0.5,0.5,0.458325,0.223077,0.370767,0.370767,0.206845,0.42541,0.66245,0.431568,23.9375
custom_0018,val_tune,8,zscore,0.0,0.0,0.75,0.75,0.458325,0.223077,0.370767,0.370767,0.206845,0.42541,0.66245,0.431568,23.9375
custom_0023,val_tune,8,zscore,0.0,0.0,1.0,0.75,0.458325,0.223077,0.370767,0.370767,0.206845,0.42541,0.66245,0.431568,23.9375
custom_0024,val_tune,8,zscore,0.0,0.0,1.0,1.0,0.458325,0.223077,0.370767,0.370767,0.206845,0.42541,0.66245,0.431568,23.9375
custom_0589,val_tune,8,zscore,1.0,0.75,0.5,1.0,0.472992,0.235137,0.381631,0.381631,0.266836,0.362207,0.665334,0.431459,24.03125
custom_0456,val_tune,8,zscore,0.75,0.75,0.25,0.25,0.468726,0.234232,0.381879,0.381879,0.26834,0.362179,0.663689,0.431403,24.0
custom_0611,val_tune,8,zscore,1.0,1.0,0.5,0.25,0.468726,0.234232,0.381879,0.381879,0.26834,0.362179,0.663689,0.431403,24.0
custom_0021,val_tune,8,zscore,0.0,0.0,1.0,0.25,0.458936,0.223826,0.371142,0.371142,0.207354,0.427274,0.659498,0.431375,24.171875
custom_0306,val_tune,8,zscore,0.5,0.5,0.25,0.25,0.470562,0.234123,0.38302,0.38302,0.268003,0.362179,0.663831,0.431338,24.03125
custom_0587,val_tune,8,zscore,1.0,0.75,0.5,0.5,0.470562,0.234123,0.38302,0.38302,0.268003,0.362179,0.663831,0.431338,24.03125
custom_0612,val_tune,8,zscore,1.0,1.0,0.5,0.5,0.470562,0.234123,0.38302,0.38302,0.268003,0.362179,0.663831,0.431338,24.03125
custom_0013,val_tune,8,zscore,0.0,0.0,0.5,0.75,0.456044,0.223314,0.369952,0.369952,0.206889,0.423953,0.663092,0.431311,23.8125
custom_0016,val_tune,8,zscore,0.0,0.0,0.75,0.25,0.458634,0.224304,0.371453,0.371453,0.20685,0.427143,0.659752,0.431248,24.15625
custom_0540,val_tune,8,zscore,1.0,0.25,0.75,0.0,0.453062,0.220396,0.367465,0.367465,0.228007,0.415926,0.649552,0.431162,23.921875
custom_0582,val_tune,8,zscore,1.0,0.75,0.25,0.5,0.470562,0.234123,0.38302,0.38302,0.268033,0.361555,0.663831,0.43114,24.03125
custom_0581,val_tune,8,zscore,1.0,0.75,0.25,0.25,0.468788,0.233653,0.381056,0.381056,0.268033,0.361524,0.663767,0.431108,23.984375
custom_0414,val_tune,8,zscore,0.75,0.25,0.5,1.0,0.467777,0.233223,0.378354,0.378354,0.245748,0.380263,0.667103,0.431038,24.171875
custom_0380,val_tune,16,zscore,0.75,0.0,0.25,0.0,0.456394,0.224749,0.368763,0.368763,0.23395,0.412978,0.646171,0.431033,23.28125
custom_0508,val_tune,16,zscore,1.0,0.0,0.25,0.75,0.465195,0.232643,0.373204,0.373204,0.218934,0.383713,0.689735,0.430794,23.453125
custom_0458,val_tune,8,zscore,0.75,0.75,0.25,0.75,0.473108,0.237191,0.382441,0.382441,0.268542,0.358154,0.665517,0.430737,24.03125
custom_0149,val_tune,8,zscore,0.25,0.0,1.0,1.0,0.45798,0.222248,0.372145,0.372145,0.206757,0.423364,0.662005,0.430708,24.171875
custom_0325,val_tune,16,zscore,0.5,0.75,0.0,0.0,0.455517,0.232062,0.376075,0.376075,0.33273,0.303917,0.655192,0.430613,23.265625
custom_0583,val_tune,8,zscore,1.0,0.75,0.25,0.75,0.473108,0.237191,0.382441,0.382441,0.268572,0.357529,0.665517,0.430539,24.03125
custom_0608,val_tune,8,zscore,1.0,1.0,0.25,0.75,0.473108,0.237191,0.382441,0.382441,0.268572,0.357529,0.665517,0.430539,24.03125
custom_0019,val_tune,8,zscore,0.0,0.0,0.75,1.0,0.456175,0.223077,0.370082,0.370082,0.203649,0.424535,0.662854,0.430346,23.890625
custom_0606,val_tune,8,zscore,1.0,1.0,0.25,0.25,0.467161,0.234263,0.379846,0.379846,0.268658,0.358488,0.663543,0.43023,23.890625
custom_0427,val_tune,16,zscore,0.75,0.5,0.0,0.5,0.466186,0.242784,0.384518,0.384518,0.309542,0.298267,0.68281,0.430206,23.453125
custom_0578,val_tune,16,zscore,1.0,0.75,0.0,0.75,0.466186,0.242784,0.384518,0.384518,0.309542,0.298267,0.68281,0.430206,23.453125
custom_0607,val_tune,8,zscore,1.0,1.0,0.25,0.5,0.47077,0.234624,0.382951,0.382951,0.268321,0.358519,0.663749,0.430197,23.96875
custom_0144,val_tune,8,zscore,0.25,0.0,0.75,1.0,0.455094,0.219484,0.369259,0.369259,0.206473,0.421712,0.66183,0.430005,24.078125
custom_0007,val_tune,8,zscore,0.0,0.0,0.25,0.5,0.456595,0.224634,0.371182,0.371182,0.210901,0.412343,0.66659,0.429945,23.875
custom_0014,val_tune,8,zscore,0.0,0.0,0.5,1.0,0.456595,0.224634,0.371182,0.371182,0.210901,0.412343,0.66659,0.429945,23.875
custom_0359,val_tune,8,zscore,0.5,1.0,0.25,1.0,0.473308,0.242078,0.386864,0.386864,0.273513,0.348185,0.668128,0.429942,23.859375
custom_0505,val_tune,16,zscore,1.0,0.0,0.25,0.0,0.457782,0.226929,0.370847,0.370847,0.238332,0.402023,0.649463,0.42994,23.328125
custom_0536,val_tune,8,zscore,1.0,0.25,0.5,0.25,0.455173,0.221414,0.369705,0.369705,0.228159,0.404927,0.656287,0.429791,23.796875
custom_0330,val_tune,8,zscore,0.5,0.75,0.25,0.0,0.470824,0.239446,0.383847,0.383847,0.274773,0.356706,0.657807,0.429762,24.015625
custom_0355,val_tune,8,zscore,0.5,1.0,0.25,0.0,0.470824,0.239446,0.383847,0.383847,0.274773,0.356706,0.657807,0.429762,24.015625
custom_0138,val_tune,8,zscore,0.25,0.0,0.5,0.75,0.454122,0.21855,0.369183,0.369183,0.207309,0.420269,0.661649,0.429742,24.09375
custom_0507,val_tune,16,zscore,1.0,0.0,0.25,0.5,0.462482,0.228542,0.372849,0.372849,0.223552,0.386866,0.678425,0.429614,23.53125
custom_0268,val_tune,8,zscore,0.5,0.0,0.75,0.75,0.454098,0.219614,0.368661,0.368661,0.207588,0.420056,0.660941,0.429528,24.125
custom_0334,val_tune,8,zscore,0.5,0.75,0.25,1.0,0.473745,0.239952,0.386905,0.386905,0.272122,0.348166,0.668243,0.42951,24.0
custom_0280,val_tune,8,zscore,0.5,0.25,0.25,0.0,0.46005,0.226192,0.375897,0.375897,0.253204,0.382394,0.652742,0.429447,23.90625
custom_0560,val_tune,8,zscore,1.0,0.5,0.5,0.0,0.46005,0.226192,0.375897,0.375897,0.253204,0.382394,0.652742,0.429447,23.90625
custom_0309,val_tune,8,zscore,0.5,0.5,0.25,1.0,0.473051,0.238498,0.385516,0.385516,0.270955,0.348194,0.668594,0.429248,24.0
custom_0269,val_tune,8,zscore,0.5,0.0,0.75,1.0,0.454512,0.219163,0.369049,0.369049,0.206731,0.41954,0.661468,0.429246,24.140625
custom_0484,val_tune,8,zscore,0.75,1.0,0.25,1.0,0.475637,0.241199,0.385692,0.385692,0.272122,0.347989,0.667392,0.429168,23.96875
custom_0148,val_tune,8,zscore,0.25,0.0,1.0,0.75,0.455709,0.219843,0.369313,0.369313,0.203887,0.422294,0.6613,0.42916,24.171875
custom_0399,val_tune,8,zscore,0.75,0.0,1.0,1.0,0.453791,0.219038,0.368284,0.368284,0.206844,0.420033,0.66059,0.429156,24.09375
custom_0432,val_tune,8,zscore,0.75,0.5,0.25,0.5,0.473395,0.237384,0.383341,0.383341,0.259985,0.362275,0.665191,0.42915,23.90625
custom_0263,val_tune,8,zscore,0.5,0.0,0.5,0.75,0.45428,0.219699,0.368818,0.368818,0.206731,0.419496,0.661138,0.429122,24.09375
custom_0142,val_tune,8,zscore,0.25,0.0,0.75,0.5,0.455487,0.219819,0.36918,0.36918,0.203887,0.422294,0.661105,0.429096,24.21875
custom_0147,val_tune,8,zscore,0.25,0.0,1.0,0.5,0.455487,0.219819,0.36918,0.36918,0.203887,0.422294,0.661105,0.429096,24.21875
custom_0143,val_tune,8,zscore,0.25,0.0,0.75,0.75,0.455097,0.219205,0.369313,0.369313,0.203586,0.422244,0.661411,0.42908,24.171875
custom_0259,val_tune,16,zscore,0.5,0.0,0.25,1.0,0.465866,0.235415,0.377635,0.377635,0.202641,0.386424,0.698052,0.429039,23.71875
custom_0277,val_tune,16,zscore,0.5,0.25,0.0,0.5,0.472505,0.243164,0.384949,0.384949,0.294116,0.303113,0.689538,0.428922,23.5625
custom_0428,val_tune,16,zscore,0.75,0.5,0.0,0.75,0.472505,0.243164,0.384949,0.384949,0.294116,0.303113,0.689538,0.428922,23.5625
custom_0554,val_tune,16,zscore,1.0,0.5,0.0,1.0,0.472505,0.243164,0.384949,0.384949,0.294116,0.303113,0.689538,0.428922,23.5625
custom_0433,val_tune,8,zscore,0.75,0.5,0.25,0.75,0.472701,0.23593,0.381952,0.381952,0.258818,0.362303,0.665543,0.428888,23.90625
custom_0137,val_tune,8,zscore,0.25,0.0,0.5,0.5,0.454642,0.218926,0.36918,0.36918,0.20437,0.4209,0.661105,0.428792,24.21875
custom_0274,val_tune,8,zscore,0.5,0.0,1.0,1.0,0.454642,0.218926,0.36918,0.36918,0.20437,0.4209,0.661105,0.428792,24.21875
custom_0506,val_tune,16,zscore,1.0,0.0,0.25,0.25,0.461981,0.229512,0.372792,0.372792,0.230801,0.391357,0.6642,0.428786,23.296875
custom_0577,val_tune,16,zscore,1.0,0.75,0.0,0.5,0.463518,0.240061,0.384975,0.384975,0.309542,0.297714,0.67907,0.428775,23.5
custom_0394,val_tune,8,zscore,0.75,0.0,0.75,1.0,0.453412,0.219257,0.367819,0.367819,0.205987,0.419461,0.660878,0.428775,24.046875
custom_0431,val_tune,8,zscore,0.75,0.5,0.25,0.25,0.47027,0.234917,0.383341,0.383341,0.259985,0.362275,0.66404,0.428767,23.90625
custom_0279,val_tune,16,zscore,0.5,0.25,0.0,1.0,0.469689,0.243269,0.385032,0.385032,0.279883,0.309472,0.696811,0.428722,23.4375
custom_0425,val_tune,16,zscore,0.75,0.5,0.0,0.0,0.455696,0.235369,0.377634,0.377634,0.311684,0.324586,0.649699,0.428657,23.21875
custom_0523,val_tune,8,zscore,1.0,0.0,1.0,0.75,0.454785,0.220252,0.366793,0.366793,0.206844,0.418865,0.660164,0.428625,24.03125
custom_0537,val_tune,8,zscore,1.0,0.25,0.5,0.5,0.463331,0.227688,0.376608,0.376608,0.242879,0.381657,0.661272,0.428603,24.015625
custom_0273,val_tune,8,zscore,0.5,0.0,1.0,0.75,0.454229,0.219377,0.368792,0.368792,0.204347,0.420637,0.660703,0.428563,24.203125
custom_0146,val_tune,8,zscore,0.25,0.0,1.0,0.25,0.454011,0.219655,0.36776,0.36776,0.203505,0.424144,0.657881,0.42851,24.171875
custom_0576,val_tune,16,zscore,1.0,0.75,0.0,0.25,0.459335,0.240062,0.381482,0.381482,0.31299,0.309396,0.66313,0.428505,23.359375
custom_0475,val_tune,16,zscore,0.75,1.0,0.0,0.0,0.45458,0.229468,0.374512,0.374512,0.329757,0.30382,0.651933,0.428503,23.296875
custom_0283,val_tune,8,zscore,0.5,0.25,0.25,0.75,0.47137,0.236047,0.38127,0.38127,0.257016,0.362296,0.66566,0.428324,23.90625
custom_0141,val_tune,8,zscore,0.25,0.0,0.75,0.25,0.454848,0.219756,0.368531,0.368531,0.203144,0.423685,0.65798,0.42827,24.15625
custom_0136,val_tune,8,zscore,0.25,0.0,0.5,0.25,0.453921,0.218801,0.368415,0.368415,0.203604,0.420615,0.660353,0.42819,24.171875
custom_0267,val_tune,8,zscore,0.5,0.0,0.75,0.5,0.453921,0.218801,0.368415,0.368415,0.203604,0.420615,0.660353,0.42819,24.171875
custom_0272,val_tune,8,zscore,0.5,0.0,1.0,0.5,0.453921,0.218801,0.368415,0.368415,0.203604,0.420615,0.660353,0.42819,24.171875
custom_0398,val_tune,8,zscore,0.75,0.0,1.0,0.75,0.453921,0.218801,0.368415,0.368415,0.203604,0.420615,0.660353,0.42819,24.171875
custom_0131,val_tune,8,zscore,0.25,0.0,0.25,0.25,0.454785,0.220252,0.366793,0.366793,0.205965,0.418305,0.660284,0.428185,24.03125
custom_0262,val_tune,8,zscore,0.5,0.0,0.5,0.5,0.454785,0.220252,0.366793,0.366793,0.205965,0.418305,0.660284,0.428185,24.03125
custom_0393,val_tune,8,zscore,0.75,0.0,0.75,0.75,0.454785,0.220252,0.366793,0.366793,0.205965,0.418305,0.660284,0.428185,24.03125
custom_0519,val_tune,8,zscore,1.0,0.0,0.75,1.0,0.454785,0.220252,0.366793,0.366793,0.205965,0.418305,0.660284,0.428185,24.03125
custom_0524,val_tune,8,zscore,1.0,0.0,1.0,1.0,0.454785,0.220252,0.366793,0.366793,0.205965,0.418305,0.660284,0.428185,24.03125
custom_0140,val_tune,8,zscore,0.25,0.0,0.75,0.0,0.45573,0.221215,0.371019,0.371019,0.206483,0.423092,0.654913,0.428162,24.375
custom_0575,val_tune,16,zscore,1.0,0.75,0.0,0.0,0.456043,0.234445,0.377009,0.377009,0.312175,0.323342,0.648948,0.428155,23.09375
custom_0282,val_tune,8,zscore,0.5,0.25,0.25,0.5,0.471232,0.235289,0.381826,0.381826,0.25618,0.362309,0.665458,0.427982,23.953125
custom_0563,val_tune,8,zscore,1.0,0.5,0.5,0.75,0.471232,0.235289,0.381826,0.381826,0.25618,0.362309,0.665458,0.427982,23.953125
custom_0564,val_tune,8,zscore,1.0,0.5,0.5,1.0,0.471232,0.235289,0.381826,0.381826,0.25618,0.362309,0.665458,0.427982,23.953125
custom_0388,val_tune,8,zscore,0.75,0.0,0.5,0.75,0.456188,0.220977,0.366951,0.366951,0.208011,0.41564,0.659969,0.427873,24.0
custom_0518,val_tune,8,zscore,1.0,0.0,0.75,0.75,0.456188,0.220977,0.366951,0.366951,0.208011,0.41564,0.659969,0.427873,24.0
custom_0521,val_tune,8,zscore,1.0,0.0,1.0,0.25,0.452894,0.219523,0.369458,0.369458,0.210248,0.419933,0.65316,0.42778,24.21875
custom_0271,val_tune,8,zscore,0.5,0.0,1.0,0.25,0.454399,0.21863,0.368953,0.368953,0.20357,0.422072,0.657453,0.427698,24.21875
custom_0392,val_tune,8,zscore,0.75,0.0,0.75,0.5,0.454916,0.220015,0.366923,0.366923,0.203604,0.419447,0.659926,0.427659,24.109375
custom_0397,val_tune,8,zscore,0.75,0.0,1.0,0.5,0.454916,0.220015,0.366923,0.366923,0.203604,0.419447,0.659926,0.427659,24.109375
custom_0556,val_tune,8,zscore,1.0,0.5,0.25,0.25,0.467028,0.233806,0.381251,0.381251,0.257377,0.361626,0.663891,0.427631,23.90625
custom_0261,val_tune,8,zscore,0.5,0.0,0.5,0.25,0.451131,0.217417,0.367843,0.367843,0.205784,0.419304,0.657737,0.427608,24.328125
custom_0522,val_tune,8,zscore,1.0,0.0,1.0,0.5,0.451131,0.217417,0.367843,0.367843,0.205784,0.419304,0.657737,0.427608,24.328125
custom_0281,val_tune,8,zscore,0.5,0.25,0.25,0.25,0.468107,0.232822,0.381826,0.381826,0.25618,0.362309,0.664307,0.427598,23.953125
custom_0406,val_tune,8,zscore,0.75,0.25,0.25,0.25,0.468107,0.232822,0.381826,0.381826,0.25618,0.362309,0.664307,0.427598,23.953125
custom_0562,val_tune,8,zscore,1.0,0.5,0.5,0.5,0.468107,0.232822,0.381826,0.381826,0.25618,0.362309,0.664307,0.427598,23.953125
custom_0407,val_tune,8,zscore,0.75,0.25,0.25,0.5,0.472365,0.236777,0.381434,0.381434,0.255867,0.361087,0.665563,0.427506,24.015625
custom_0408,val_tune,8,zscore,0.75,0.25,0.25,0.75,0.472365,0.236777,0.381434,0.381434,0.255867,0.361087,0.665563,0.427506,24.015625
custom_0459,val_tune,8,zscore,0.75,0.75,0.25,1.0,0.472882,0.238197,0.382937,0.382937,0.268598,0.346918,0.66698,0.427499,23.953125
custom_0516,val_tune,8,zscore,1.0,0.0,0.75,0.25,0.454297,0.220248,0.369617,0.369617,0.212294,0.417268,0.652844,0.427469,24.1875
custom_0558,val_tune,8,zscore,1.0,0.5,0.25,0.75,0.472365,0.236777,0.381434,0.381434,0.255897,0.360463,0.665563,0.427308,24.015625
custom_0609,val_tune,8,zscore,1.0,1.0,0.25,1.0,0.473443,0.238063,0.383558,0.383558,0.268628,0.346306,0.666889,0.427274,23.96875
custom_0008,val_tune,8,zscore,0.0,0.0,0.25,0.75,0.462203,0.229091,0.375831,0.375831,0.21232,0.400078,0.669335,0.427244,23.90625
custom_0139,val_tune,8,zscore,0.25,0.0,0.5,1.0,0.455678,0.220669,0.371287,0.371287,0.208045,0.40813,0.665381,0.427185,24.109375
custom_0135,val_tune,8,zscore,0.25,0.0,0.5,0.0,0.452755,0.219069,0.369528,0.369528,0.206965,0.42053,0.653336,0.426943,24.3125
custom_0265,val_tune,8,zscore,0.5,0.0,0.75,0.0,0.452755,0.219069,0.369528,0.369528,0.206965,0.42053,0.653336,0.426943,24.3125
custom_0270,val_tune,8,zscore,0.5,0.0,1.0,0.0,0.452755,0.219069,0.369528,0.369528,0.206965,0.42053,0.653336,0.426943,24.3125
custom_0395,val_tune,8,zscore,0.75,0.0,1.0,0.0,0.452755,0.219069,0.369528,0.369528,0.206965,0.42053,0.653336,0.426943,24.3125
custom_0557,val_tune,8,zscore,1.0,0.5,0.25,0.5,0.46924,0.23431,0.381434,0.381434,0.255897,0.360463,0.664412,0.426924,24.015625
custom_0145,val_tune,8,zscore,0.25,0.0,1.0,0.0,0.454977,0.220436,0.370355,0.370355,0.201667,0.423875,0.655062,0.426868,24.375
custom_0538,val_tune,8,zscore,1.0,0.25,0.5,0.75,0.467984,0.232789,0.378622,0.378622,0.244979,0.370155,0.665458,0.426864,23.984375
custom_0539,val_tune,8,zscore,1.0,0.25,0.5,1.0,0.467984,0.232789,0.378622,0.378622,0.244979,0.370155,0.665458,0.426864,23.984375
custom_0009,val_tune,8,zscore,0.0,0.0,0.25,1.0,0.463716,0.231246,0.378331,0.378331,0.223236,0.385164,0.672131,0.426844,24.09375
custom_0387,val_tune,8,zscore,0.75,0.0,0.5,0.5,0.456327,0.221432,0.366882,0.366882,0.205728,0.415092,0.659711,0.426844,23.921875
custom_0386,val_tune,8,zscore,0.75,0.0,0.5,0.25,0.452542,0.218834,0.367802,0.367802,0.207908,0.41495,0.657521,0.426793,24.140625
custom_0517,val_tune,8,zscore,1.0,0.0,0.75,0.5,0.452542,0.218834,0.367802,0.367802,0.207908,0.41495,0.657521,0.426793,24.140625
custom_0266,val_tune,8,zscore,0.5,0.0,0.75,0.25,0.452268,0.217377,0.367461,0.367461,0.20357,0.420905,0.655875,0.426783,24.15625
custom_0430,val_tune,8,zscore,0.75,0.5,0.25,0.0,0.465721,0.230628,0.379952,0.379952,0.256786,0.369561,0.653819,0.426722,23.953125
custom_0584,val_tune,8,zscore,1.0,0.75,0.25,1.0,0.473881,0.238098,0.381777,0.381777,0.267148,0.345113,0.667346,0.426536,24.03125
custom_0384,val_tune,16,zscore,0.75,0.0,0.25,1.0,0.466572,0.23391,0.375169,0.375169,0.212794,0.37294,0.693858,0.426531,23.65625
custom_0480,val_tune,8,zscore,0.75,1.0,0.25,0.0,0.470375,0.238908,0.384541,0.384541,0.27451,0.351063,0.653241,0.426271,24.03125
custom_0391,val_tune,8,zscore,0.75,0.0,0.75,0.25,0.451169,0.217849,0.367734,0.367734,0.203501,0.420214,0.655035,0.42625,24.265625
custom_0275,val_tune,16,zscore,0.5,0.25,0.0,0.0,0.457425,0.236237,0.379363,0.379363,0.310396,0.318294,0.649208,0.425966,23.203125
custom_0550,val_tune,16,zscore,1.0,0.5,0.0,0.0,0.457425,0.236237,0.379363,0.379363,0.310396,0.318294,0.649208,0.425966,23.203125
factcc_only,val_tune,8,zscore,0.0,0.0,1.0,0.0,0.460245,0.22243,0.372678,0.372678,0.196482,0.427381,0.654005,0.425956,24.328125
custom_0005,val_tune,8,zscore,0.0,0.0,0.25,0.0,0.460245,0.22243,0.372678,0.372678,0.196482,0.427381,0.654005,0.425956,24.328125
custom_0010,val_tune,8,zscore,0.0,0.0,0.5,0.0,0.460245,0.22243,0.372678,0.372678,0.196482,0.427381,0.654005,0.425956,24.328125
custom_0015,val_tune,8,zscore,0.0,0.0,0.75,0.0,0.460245,0.22243,0.372678,0.372678,0.196482,0.427381,0.654005,0.425956,24.328125
custom_0020,val_tune,8,zscore,0.0,0.0,1.0,0.0,0.460245,0.22243,0.372678,0.372678,0.196482,0.427381,0.654005,0.425956,24.328125
custom_0426,val_tune,16,zscore,0.75,0.5,0.0,0.25,0.462683,0.24229,0.384564,0.384564,0.309079,0.297399,0.671377,0.425952,23.359375
custom_0511,val_tune,8,zscore,1.0,0.0,0.5,0.25,0.454685,0.221868,0.369928,0.369928,0.217692,0.403778,0.655885,0.425785,23.921875
custom_0284,val_tune,8,zscore,0.5,0.25,0.25,1.0,0.467357,0.233812,0.380336,0.380336,0.24995,0.35817,0.669117,0.425746,23.953125
custom_0276,val_tune,16,zscore,0.5,0.25,0.0,0.25,0.462532,0.23875,0.38323,0.38323,0.308102,0.296667,0.672286,0.425685,23.4375
custom_0552,val_tune,16,zscore,1.0,0.5,0.0,0.5,0.462532,0.23875,0.38323,0.38323,0.308102,0.296667,0.672286,0.425685,23.4375
custom_0396,val_tune,8,zscore,0.75,0.0,1.0,0.25,0.451031,0.217395,0.367803,0.367803,0.200218,0.420811,0.655211,0.425413,24.359375
custom_0133,val_tune,8,zscore,0.25,0.0,0.25,0.75,0.46106,0.226962,0.376606,0.376606,0.221974,0.383759,0.67013,0.425287,24.21875
custom_0535,val_tune,8,zscore,1.0,0.25,0.5,0.0,0.45272,0.220321,0.36828,0.36828,0.227519,0.401399,0.646848,0.425256,23.765625
custom_0509,val_tune,16,zscore,1.0,0.0,0.25,1.0,0.467796,0.234451,0.375709,0.375709,0.213065,0.367442,0.693899,0.424802,23.6875
custom_0434,val_tune,8,zscore,0.75,0.5,0.25,1.0,0.471896,0.237537,0.381868,0.381868,0.259413,0.347042,0.66754,0.424665,23.828125
custom_0132,val_tune,8,zscore,0.25,0.0,0.25,0.5,0.460811,0.226154,0.374941,0.374941,0.21061,0.396232,0.667149,0.424664,24.15625
custom_0264,val_tune,8,zscore,0.5,0.0,0.5,1.0,0.460811,0.226154,0.374941,0.374941,0.21061,0.396232,0.667149,0.424664,24.15625
custom_0533,val_tune,8,zscore,1.0,0.25,0.25,0.75,0.47005,0.234277,0.379119,0.379119,0.247695,0.360593,0.665683,0.424657,24.015625
custom_0455,val_tune,8,zscore,0.75,0.75,0.25,0.0,0.467264,0.234396,0.381429,0.381429,0.270441,0.349983,0.652885,0.424436,24.03125
logprob_plus_factcc,val_tune,8,zscore,0.5,0.0,0.5,0.0,0.45112,0.219053,0.367494,0.367494,0.204306,0.419618,0.649108,0.424344,24.1875
custom_0130,val_tune,8,zscore,0.25,0.0,0.25,0.0,0.45112,0.219053,0.367494,0.367494,0.204306,0.419618,0.649108,0.424344,24.1875
custom_0260,val_tune,8,zscore,0.5,0.0,0.5,0.0,0.45112,0.219053,0.367494,0.367494,0.204306,0.419618,0.649108,0.424344,24.1875
custom_0390,val_tune,8,zscore,0.75,0.0,0.75,0.0,0.45112,0.219053,0.367494,0.367494,0.204306,0.419618,0.649108,0.424344,24.1875
custom_0520,val_tune,8,zscore,1.0,0.0,1.0,0.0,0.45112,0.219053,0.367494,0.367494,0.204306,0.419618,0.649108,0.424344,24.1875
custom_0256,val_tune,8,zscore,0.5,0.0,0.25,0.25,0.452961,0.220194,0.368204,0.368204,0.210945,0.40406,0.65776,0.424255,23.96875
custom_0512,val_tune,8,zscore,1.0,0.0,0.5,0.5,0.452961,0.220194,0.368204,0.368204,0.210945,0.40406,0.65776,0.424255,23.96875
custom_0605,val_tune,8,zscore,1.0,1.0,0.25,0.0,0.467264,0.234396,0.381429,0.381429,0.27047,0.349359,0.652885,0.424238,24.03125
custom_0405,val_tune,8,zscore,0.75,0.25,0.25,0.0,0.464063,0.229007,0.378336,0.378336,0.253077,0.36921,0.650184,0.424157,23.984375
custom_0134,val_tune,8,zscore,0.25,0.0,0.25,1.0,0.459185,0.227003,0.376081,0.376081,0.218638,0.383095,0.670634,0.424122,24.140625
custom_0385,val_tune,8,zscore,0.75,0.0,0.5,0.0,0.452523,0.219778,0.367653,0.367653,0.206352,0.416953,0.648792,0.424032,24.15625
custom_0515,val_tune,8,zscore,1.0,0.0,0.75,0.0,0.452523,0.219778,0.367653,0.367653,0.206352,0.416953,0.648792,0.424032,24.15625
custom_0532,val_tune,8,zscore,1.0,0.25,0.25,0.5,0.465406,0.231368,0.378121,0.378121,0.24655,0.360574,0.664383,0.423836,23.96875
custom_0580,val_tune,8,zscore,1.0,0.75,0.25,0.0,0.468919,0.234514,0.38239,0.38239,0.268875,0.349267,0.653065,0.423736,24.015625
custom_0389,val_tune,8,zscore,0.75,0.0,0.5,1.0,0.460706,0.227461,0.37222,0.37222,0.209866,0.394985,0.666132,0.423661,24.0
custom_0559,val_tune,8,zscore,1.0,0.5,0.25,1.0,0.472121,0.238251,0.381972,0.381972,0.256491,0.345215,0.66747,0.423059,23.953125
custom_0553,val_tune,16,zscore,1.0,0.5,0.0,0.75,0.469305,0.241923,0.383237,0.383237,0.294116,0.286199,0.688846,0.423054,23.5
custom_0409,val_tune,8,zscore,0.75,0.25,0.25,1.0,0.470597,0.236194,0.380361,0.380361,0.248319,0.349573,0.669098,0.42233,23.953125
custom_0382,val_tune,8,zscore,0.75,0.0,0.25,0.5,0.463427,0.230834,0.372903,0.372903,0.220001,0.380119,0.665675,0.421932,23.890625
custom_0513,val_tune,8,zscore,1.0,0.0,0.5,0.75,0.461517,0.227148,0.371162,0.371162,0.210544,0.392396,0.662595,0.421845,23.796875
custom_0531,val_tune,8,zscore,1.0,0.25,0.25,0.25,0.46286,0.230146,0.37657,0.37657,0.246802,0.356429,0.661068,0.421433,23.9375
custom_0534,val_tune,8,zscore,1.0,0.25,0.25,1.0,0.470568,0.235235,0.380392,0.380392,0.247774,0.349369,0.667133,0.421425,23.921875
custom_0381,val_tune,8,zscore,0.75,0.0,0.25,0.25,0.458865,0.226038,0.37169,0.37169,0.212411,0.391033,0.660511,0.421318,24.078125
custom_0551,val_tune,16,zscore,1.0,0.5,0.0,0.25,0.464176,0.241761,0.385431,0.385431,0.305658,0.291002,0.667148,0.42127,23.40625
custom_0530,val_tune,8,zscore,1.0,0.25,0.25,0.0,0.461362,0.227553,0.374632,0.374632,0.244327,0.368036,0.65014,0.420834,24.0
